1	1.5383260000E-01	1	0	0	0.000	0	0	0	0	0
2	1.3419530000E+00	1	0	0	0.500	0	0	0	0	0
3	-2.9985830000E+00	1	0	0	1.000	0	0	0	0	0
4	-4.8312280000E-02	1	0	0	3.500	0	0	0	0	0
5	3.7579650000E-01	1	0	0	-0.500	1	0	0	0	0
6	-1.5895750000E+00	1	0	0	4.500	1	0	0	0	0
7	-5.3588470000E-02	1	0	0	0.500	0	1	0	0	0
8	8.8659463000E-01	1	0	0	7.500	0	0	0	1	0
9	-7.1023704000E-01	1	0	0	9.500	0	0	0	1	0
10	-1.4717220000E+00	1	0	0	6.000	0	0	0	0	1
11	1.3218503500E+00	1	0	0	12.000	0	0	0	0	1
12	-7.8665925000E-01	1	0	0	12.500	0	0	0	0	1
13	2.2912900000E-09	1	1	3	-6.000	0	0	1	0	0
14	1.5767240000E-01	1	1	2	2.000	0	0	0	0	0
15	-4.3638640000E-01	1	1	2	3.000	0	0	0	0	0
16	-4.4081590000E-02	1	1	2	2.000	0	1	0	0	0
17	-3.4338880000E-03	1	1	4	2.000	0	0	0	0	0
18	3.2059050000E-02	1	1	4	11.000	0	0	0	0	0
19	2.4873550000E-02	2	0	0	-0.500	0	0	0	0	0
20	7.3322790000E-02	2	0	0	0.500	0	0	0	0	0
21	-1.6005730000E-03	2	1	2	0.000	0	0	0	0	0
22	6.4247060000E-01	2	1	2	4.000	0	0	0	0	0
23	-4.1626010000E-01	2	1	2	6.000	0	0	0	0	0
24	-6.6899570000E-02	2	1	4	21.000	0	0	0	0	0
25	2.7917950000E-01	2	1	4	23.000	1	0	0	0	0
26	-6.9660510000E-01	2	1	4	22.000	0	1	0	0	0
27	-2.8605890000E-03	2	1	4	-1.000	0	0	1	0	0
28	-8.0988360000E-03	3	0	0	-0.500	0	1	0	0	0
29	3.1505470000E+00	3	1	1	7.000	1	0	0	0	0
30	7.2244790000E-03	3	1	1	-1.000	0	0	1	0	0
31	-7.0575290000E-01	3	1	2	6.000	0	0	0	0	0
32	5.3497920000E-01	3	1	2	4.000	1	0	0	0	0
33	-7.9314910000E-02	3	1	3	1.000	1	0	0	0	0
34	-1.4184650000E+00	3	1	3	9.000	1	0	0	0	0
35	-5.9990500000E-17	3	1	4	-13.000	0	0	1	0	0
36	1.0584020000E-01	3	1	4	21.000	0	0	0	0	0
37	3.4317290000E-02	3	1	4	8.000	0	1	0	0	0
38	-7.0228470000E-03	4	0	0	-0.500	0	0	0	0	0
39	2.4955870000E-02	4	0	0	0.000	0	0	0	0	0
40	4.2968180000E-02	4	1	2	2.000	0	0	0	0	0
41	7.4654530000E-01	4	1	2	7.000	0	0	0	0	0
42	-2.9196130000E-01	4	1	2	9.000	0	1	0	0	0
43	7.2946160000E+00	4	1	4	22.000	0	0	0	0	0
44	-9.9367570000E+00	4	1	4	23.000	0	0	0	0	0
45	-5.3998080000E-03	5	0	0	1.000	0	0	0	0	0
46	-2.4325670000E-01	5	1	2	9.000	0	0	0	0	0
47	4.9870160000E-02	5	1	2	3.000	0	1	0	0	0
48	3.7337970000E-03	5	1	4	8.000	0	0	0	0	0
49	1.8749510000E+00	5	1	4	23.000	0	1	0	0	0
50	2.1681440000E-03	6	0	0	1.500	0	0	0	0	0
51	-6.5871640000E-01	6	1	2	5.000	1	0	0	0	0
52	2.0551800000E-04	7	0	0	-0.500	0	1	0	0	0
53	9.7761950000E-03	7	1	2	4.000	0	0	0	0	0
54	-2.0487080000E-02	8	1	1	7.000	1	0	0	0	0
55	1.5573220000E-02	8	1	2	3.000	0	0	0	0	0
56	6.8624150000E-03	8	1	2	0.000	1	0	0	0	0
57	-1.2267520000E-03	9	1	2	1.000	0	0	0	0	0
58	2.8509080000E-03	9	1	2	0.000	0	1	0	0	0
n	 an			bn	cn	kn	un	gn	qn	fn	sn	wn
